apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category
godrej ananda,Bagalur,north,3,Under Construction,798.0,948.0,,1.19,"[('', '150 ms'), ('t. francis school', '2.4 km'), ('fiestaa resort\xa0', '3.4 km'), ('d cube sports club', '4.9 km'), ('n r v hospital', '7.4 km'), ('iibs bengaluru airport campus', '8.7 km'), ('dodjala metro station', '9.3 km'), ('kia airport railway station', '11.1 km'), ('kempegowda international airport', '12.5 km'), ('bengaluru signature business park', '18.2 km')]","['Theatre', ""Children's Play Area"", 'Amphitheatre', 'Creche/Day Care', 'Swimming Pool', 'Club House', 'Park', 'Terrace Garden', 'Gymnasium']",0.0,low
rohan upavan,Hennur Road,north,3,New Property,1045.0,1242.0,,1.85,"[('united international school', '4.4 kms'), ('sh104', '4.8 km'), ('prestige augusta golf village', '4.8 km'), ('thanisandra railway station', '5.3 km'), ('bhartiya mall of bengaluru', '5.4 kms'), ('hree manyata hospitals', '6.3 km'), ('nagawara metro station', '6.6 km'), ('reva university', '9.4 km'), ('fun world amusement park', '12.1 km'), ('the leela palace', '15 km'), ('international tech park bangalore', '18 km'), ('kempegowda international airport', '22.3 km')]","['Park', 'Natural Pond', ""Children's Play Area"", 'Amphitheatre', 'Swimming Pool', 'Club House', 'Gymnasium', 'Terrace Garden', 'Lounge']",71.0,medium
concorde neo thanisandra ma,Road,north,3,Under Construction,,1355.0,1508.0,1.21,"[('millennium world school', '2.3km'), ('presidency pu college', '2km'), ('bhartiya mall of bengaluru', '2.8km'), ('amruth hospital', '1.5km'), ('yelahanka junction', '5.4km'), ('yeshwanthpur metro station', '19.3km'), ('kempegowda international airport', '19.6kms'), ('sh104', '220m')]","['Jogging Track', 'Cricket Pitch', 'Skating Rink', 'Basketball Court', 'Yoga/Meditation Area', 'Business Lounge', 'Swimming Pool', 'Amphitheatre', 'Gymnasium']",69.0,medium
shriram codename smash hit,Yelahanka,north,3,New Property,,1366.0,1520.0,0.49,"[('vidyashankara public school', '3.3 km'), ('presidency university', '1.7 km'), ('the galleria mall', '12.2 km'), ('omega multispeciality hospital', '11.4 km'), ('yelahanka junction', '12.2 km'), ('kempegowda international airport', '21.7 km'), (' ground', '1.5 kms'), ('h ', '95.6 km'), ('fun city', '12.1 km'), ('purvankara business park', '12 km'), ('ramada by wyndham', '4.2 km')]","['Multipurpose court', 'Jogging Track', 'Cricket Pitch', 'Reflexology Park', 'Theatre', 'Party Lawn', ""Children's Play Area"", 'Swimming Pool', 'Club House']",76.0,medium
kalyani livgtree,Bagalur,north,3,Under Construction,1080.0,1283.0,,0.48,"[('st francis school', '4.1km'), ('reva university', '7.6km'), ('vikrant hospital', '750ms'), ('sh104', '600m'), ('bhartiya mall of bengaluru', '9.9km'), ('yelahanka junction', '11.9km'), ('kempegowda international airport', '11.2km'), ('the leela bhartiya city', '10.4 km'), ('vidhyanagara stadium', '6 km')]","['Skating Rink', ""Children's Play Area"", 'Yoga/Meditation Area', 'Mini Theatre', 'Swimming Pool', 'Club House', 'Park', 'Amphitheatre', 'Gymnasium']",93.0,medium
elegant takt,Yelahanka,north,3,New Property,,1391.0,1548.0,1.4,,"['24x7 Security', 'CCTV Camera Security', 'Community Hall', '24/7 Water Supply', 'Car Parking', '24/7 Power Backup', 'Swimming Pool', 'Club House', 'Gymnasium']",76.0,medium
concorde mayfair,Yelahanka,north,3,New Property,,1469.0,1635.0,2.13,"[('sparsh hospital yelahanka', '800 m'), ('galleria mall', '1 km'), ('yelahanka junction', '1.2 km'), ('cambridge english high school', '1.2 km'), ('nh44 ', '4.1 km'), ('attide boutique hotel', '5.2 km'), ('university of agricultural sciences', '6.2 km'), ('lumbini gardens', '8.7 km'), ('goraguntepalya metro station', '13.6 km'), ('kempegowda international airport', '18.9 km')]","['Party Lawn', 'Basketball Court', 'Indoor Games', 'Yoga/Meditation Area', 'Car Parking', 'Swimming Pool', 'Club House', 'Amphitheatre', 'Gymnasium']",62.0,medium
sattva luma,Yelahanka,north,3,Under Construction,,1490.0,1658.0,1.57,"[('geethanjali public school', '4.2kms'), ('ai vidya first grade college', '1.6km'), ('chiguru hospital', '450m'), ('rajanukunte railway station', '2.1km'), ('kempegowda international airport', '20.1km'), ('gk complex', '1.6kms'), ('sh9 ', '960m')]","['Jogging Track', 'CCTV Camera Security', ""Children's Play Area"", 'Indoor Games', 'Yoga/Meditation Area', 'Mini Theatre', 'Car Parking', 'Club House', 'Gymnasium']",139.0,medium
vajram newtown 2 thanisandra ma,Road,north,3,Under Construction,,1438.0,1600.0,1.49,"[('federal public school', '1.3 km'), ('kns institute of technology', '1.5 km'), ('regal hospital', '950 m'), ('elements mall', '4.1 km'), ('manyata tech park', '5.7 km'), ('ksr bengaluru city junction', '18.5 km'), ('kempegowda international airport', '21.7 km'), ('baiyappanahalli metro station', '13.3 kms'), ('sh104', '110 m'), ('hoysala ground', '10.4 km'), ('amoeba bhartiya mall of bengaluru', '1.6 km'), ('meg golf course', '11.7 km'), ('the leela bhartiya city bengaluru', '2.5 km')]","['Jogging Track', 'Basketball Court', ""Children's Play Area"", 'Yoga/Meditation Area', 'Aerobics Centre', 'Swimming Pool', 'Club House', 'Park', 'Gymnasium']",68.0,medium
tvs isle of trees,Hebbal,north,3,New Property,,1494.0,1662.0,2.06,"[('morning star public sch', '1.7 kms'), ('sh104', '2.5 km'), ('chirayu hospital', '2.5 km'), ('kempegowda', '25.5 km'), ('bhartiya mall', '6.3 km'), ('thanisandra main rd', '3.7 km')]","['Squash Court', 'Foosball', 'Jogging Track', 'Library', ""Children's Play Area"", 'Yoga/Meditation Area', 'Swimming Pool', 'Club House', 'Gymnasium']",0.0,low
salarpuria sattva gold summit,Hennur Road,north,3,New Property,,1931.0,2149.0,1.94,,"['Squash Court', 'Jogging Track', 'Basketball Court', ""Children's Play Area"", 'Swimming Pool', 'Club House', 'Park', 'Amphitheatre', 'Gymnasium']",70.0,medium
mantri webcity,Hennur Road,north,3,New Property,,1344.0,1495.0,1.42,"[('southern asia bible college', '0.5 km'), ('diana college of nursing', '2.1 km'), ('poorna prajna education center', '2 km'), ('nitesh melbourne park', '2.1 km'), (' indoor sports arena', '1.8 km'), ('divine care hospital', '1.7 km'), ('bangalore group of institutions', '3.5 km'), ('pro sports arena badminton academy', '1.8 km'), ('the big market', '1.9 kms'), ('t.norbert school', '4.9 km'), ('doddagubbi panchayat park', '4.5 km'), ('alpha college of engineering', '3.6 km'), ('decathlon', '1.6 km'), ('k. narayanapura primary health centre', '3.7 km'), ('bangalore baptist hospital', '3.2 km')]","['Jogging Track', 'Banquet Hall', ""Children's Play Area"", 'Creche/Day Care', 'Swimming Pool', 'Club House', 'Park', 'Amphitheatre', 'Gymnasium']",71.0,medium
sattva luxuria,Malleshwaram,north,3,New Property,,2107.0,2345.0,3.75,"[('kendriya vidyalaya iisc', '800 m'), ('orion mall', '1.2 kms'), ('heraton grand', '1.4 km'), ('yeshwantpur metro station', '1.7 km'), ('cv raman road', '1.9 kms'), ('parsh hospital', '4.2 kms'), ('now city', '4.7 km'), ('rajajinagar it park', '5.4 km'), ('atria university', '6.1 km'), ('fun world amusement park', '4.5  km'), ('freedom park', '6.7 km'), ('jawaharlal nehru planetarium', '6.6 km'), ('kempegowda international airport', '31.2 km'), ('yesvantpur jn.', '950 m')]","['Jogging Track', 'Banquet Hall', 'Golf Course', ""Children's Play Area"", 'Swimming Pool', 'Club House', 'Park', 'Amphitheatre', 'Gymnasium']",70.0,medium
sri balaji serene,Yelahanka,north,3,Under Construction,,1655.0,1842.0,1.06,"[('nagarjuna pre university college', '1.3 km'), ('doddaballapur main road', '1.6 km'), ('omega multispeciality hospital', '3.6 km'), ('hoysala ground', '4.1 km'), ('the galleria mall', '4.4 km'), ('yelahanka junction', '4.4 km'), ('yelahanka metro station', '5.4 km'), ('ryan international school', '8.2 km'), (' bengaluru', '13.5 km'), ('manyata tech park', '14.1 km'), ('fun world amusement park', '16.7 km'), ('bengaluru golf club', '19.2 km'), ('kempegowda international airport', '23 km')]","['Jogging Track', 'Badminton Court', 'Basketball Court', ""Children's Play Area"", 'Yoga/Meditation Area', 'Swimming Pool', 'Park', 'Amphitheatre', 'Gymnasium']",0.0,low
embassy edge,Devanahalli,north,3,Under Construction,,1161.0,1292.0,1.09,"[('stonehill international school', '600 m'), (' dravid centre', '1 kms'), ('ri revana siddeshwara institute', '4.7 km'), ('windflower prakruthi resort', '4.9 kms'), ('ai vidya institute of technology', '5.7 kms'), ('ri venketeshwara college', '6.6 km'), ('puma factory outlet', '6.6 km'), ('decathlon anubhava', '6.6 km')]","['Jogging Track', 'Banquet Hall', 'Badminton Court', 'Basketball Court', ""Children's Play Area"", 'Swimming Pool', 'Club House', 'Park', 'Gymnasium']",69.0,medium
l and t ratree boulevard,Hebbal,north,3,New Property,1200.0,1426.0,,3.08,"[('university of agricultural sciences', '2.1 km'), ('vivekananda orchids the int school', '2.2 km'), ('kodigehalli railway station', '2.7 km'), ('medstar speciality hospital', '3.4 km'), ('esteem mall', '4.3 km'), ('courtyard by marriott', '7.2 km'), ('ubics technologies', '9.8 km'), ('goraguntepalya', '10.5 km'), ('fun world amusement park', '11.4 km'), ('bengaluru golf club', '11.3 km'), ('kempegowda international airport', '22 km'), ('gkvk university stadium', '2.0 km'), ('nh ', '444.8 km')]","['Golf Course', ""Children's Play Area"", 'Lounge', 'Creche/Day Care', 'Swimming Pool', 'Club House', 'Park', 'Terrace Garden', 'Gymnasium']",61.0,medium
ukn the belvedere airport district,Navarathna Agrahara,north,3,New Property,,1303.0,1450.0,0.48,"[('rifa impex', '2.0 kms'), ('indian overseas bank', '3.4 kms'), ('state bank of india', '3.7 kms'), ('m. s. engineering college', '2.1 kms'), ('vidyashilp university', '5.3 kms'), ('sadahalli post office', '2.6 kms'), ('axis bank atm', '3.8 kms'), ('easyday club', '5.1 kms'), ('nh44', '2.8 kms'), ('indian oil petrol bunk', '2.5 kms'), ('m. s. engineering college', '2.1 kms'), ('govt.lower primary school', '2.3 kms'), ('kempegowda international airport', '8.3 km')]","['Jogging Track', 'Badminton Court', 'Theatre', ""Children's Play Area"", 'Swimming Pool', 'Club House', 'Park', 'Amphitheatre', 'Gymnasium']",29.0,low
birla trimaya,Devanahalli,north,3,New Property,3088.0,3669.0,,2.29,"[('trust aid hospital', '2.9 km'), ('nh44', '2.9 km'), ('rs technical college', '3.2 km'), ('doddajala metro station', '3.6 km'), ('kempegowda international airport', '7 km'), ('vidhyanagara stadium', '7.4 km'), ('club cabana amusement park', '7.4 km'), ('purvankara business park', '8.3 km'), ('clarks exotica convention resorts', '8.6 km'), ('new light international school', '8.8 km'), ('yelahanka junction', '15.2 km')]","['Jogging Track', 'Indoor Games', 'Yoga/Meditation Area', 'Car Parking', 'Multipurpose Hall', 'Internal Street Lights', 'Swimming Pool', 'Club House', 'Gymnasium']",6.0,low
bhartiya city nikoo homes 6,Kogilu,north,3,Under Construction,,1783.0,1984.0,1.92,"[('wipram biotech', '0.6 km'), ('mamta department store', '0.29 km'), ('botanical park discovery center', '0.5 km'), (""jack's om"", '1.7 km'), ('manipal hospitals', '10.2 km'), ('manipal academy of higher education', '1 km'), ('curious school', '2.2 km'), ('the leela', '0.45 km'), ('hennur cricket ground', '2.3 km'), ('bhartiya mall of bengaluru', '0.5 km'), ('brijesh patel cricket academy', '1.6 km'), ('bank of baroda atm', '1.1 km'), ('kns institute of technology', '1.8 km'), ('karnataka college of pharmacy', '1.3 km')]","['Restaurant', 'Jogging Track', ""Children's Play Area"", 'Yoga/Meditation Area', 'Swimming Pool', 'Club House', 'Park', 'Shopping Centre', 'Gymnasium']",55.0,medium
trendsquares ortus 3,Amruthahalli,north,3,New Property,,1352.0,1504.0,1.28,"[('nh7', '1 km'), ('manipal hospital hebbal', '3.1 km'), ('embassy manyata business park', '3.3 km'), ('esteem mall', '3.5 km'), ('trio world academy', '3.5 km'), ('gkvk university stadium', '3.5 km'), ('impact college of engineering', '3.9 km'), ('fun world amusement park', '8.4 km'), ('yeshwanthpur junction', '10.9 km'), ('goraguntepalya metro station', '10.9 km'), ('bengaluru golf club', '12.8 km'), (' a luxury collection hotel', '13.3 km'), ('kempegowda international airport', '23.5 km')]","['Volley Ball Court', 'Jogging Track', 'Cricket Pitch', 'Badminton Court', 'Basketball Court', ""Children's Play Area"", 'Yoga/Meditation Area', 'Amphitheatre', 'Gymnasium']",142.0,medium
ds max sky sisira,Yelahanka,north,3,New Property,962.0,1143.0,,0.67,"[('kempegowda international airport', '22.9 km'), ('pkb high school', '1.1 km'), ('navachethana hospital', '16.1 km'), ('vidyashilp university', '11.6 km'), ('rajanukunte railway station', '8.5 km'), ('garuda mall', '17 km')]","['Jogging Track', 'Cycling Track', ""Children's Play Area"", 'Amphitheatre', 'Yoga/Meditation Area', 'Swimming Pool', 'Club House', 'EV Charging Stations', 'Gymnasium']",65.0,medium
bhoo aabharana,Kyalasanahalli,north,3,Under Construction,,1512.0,1683.0,1.15,"[('riverstone international school', '2.4 km'), ('sh104 ', '4.2 km'), ('neoworkspace', '6.2 km'), ('ranip metro station', '6.7 km'), ('indian golf safari', '6.8 km'), ('elements mall', '6.8 km'), ('north bangalore hospital', '6.9 km'), ('cmr university', '8.0 km'), ('hilton hotel', '8.8 km'), ('kempegowda international airport', '14.0 km'), ('ksr railway station', '17.4 km')]","['Jogging Track', 'Senior Citizen Sitout', ""Children's Play Area"", 'Indoor Games', 'Car Parking', 'Swimming Pool', 'Open Space', 'Gymnasium', 'Banquet Hall']",67.0,medium
century liva,Yelahanka,north,3,New Property,1393.0,1655.0,,2.33,,"['Lifts', 'Car Parking', 'Fire Fighting Systems', 'Park', 'Club House', 'Gated Community']",65.0,medium
purva atmosphere thanisandra ma,Road,north,3,Under Construction,,1760.0,1958.0,3.67,"[('thanisandra main road', '3 km'), ('elements mall', '3.9 km'), ('manayata tech park', '4.3 km'), ('kristu jayanti college', '4.7 km'), ('total football turf', '5.1 kms'), ('st johns school', '5.2 km'), ('bangalore golfing group', '5.6 km'), ('chairman resort', '8.5 km'), ('aster cmi hospital', '8.6 km'), ('jaya prakash narayana park', '13.2 km'), ('kempegowda international airport', '24.8 km'), ('courtyard by marriott', '10.1 km')]","['Squash Court', 'Jogging Track', 'Basketball Court', ""Children's Play Area"", 'Creche/Day Care', 'Swimming Pool', 'Club House', 'Park', 'Gymnasium']",67.0,medium
assetz soho and sky,Jakkur,north,3,Under Construction,2006.0,2383.0,,2.52,"[('pks school', '2.1kms'), ('h ', '1042.4km'), ('embassy manyata business park', '4.1km'), ('esteem mall', '6 km'), ('manipal hospital hebbal', '6.1km'), ('gkvk university stadium', '6.1km'), ('hebbal railway station', '7.4km'), ('venkateshpura metro station', '7.7km'), ('reva university', '8.3km'), ('fun world amusement park', '11.8kms'), ('la bengaluru', '13.5 km'), ('bengaluru golf club', '14.4 km'), ('kempegowda international airport', '24.7 km')]","['Banquet Hall', 'Skating Rink', 'Badminton Court', 'Basketball Court', ""Children's Play Area"", 'Creche/Day Care', 'Swimming Pool', 'Club House', 'Gymnasium']",66.0,medium
mjr north park,Bagalur,north,3,Under Construction,1003.0,1192.0,,1.4,"[('sh104', '2.1 km'), ('vikrant hospital', '2.3 km'), ('jawahar navodaya vidyalaya', '2.7 km'), ('cmr university', '6 km'), ('vidhyanagara stadium', '7.6 km'), ('purvankara business park', '9.8 km'), ('kempegowda international airport', '10.8 km'), ('chikkajala metro station', '11.6 km'), ('yelahanka junction', '13.9 km'), ('galleria mall', '14.1 km')]","['CCTV Camera Security', 'Lifts', 'Indoor Games', 'Fire Fighting Systems', '24/7 Power Backup', 'Swimming Pool', 'Club House', 'Park', 'Gymnasium']",67.0,medium
embassy lake terraces,Hebbal Kempapura,north,3,New Property,3698.0,4394.0,,5.18,"[(' godrej woodsman estate', '500 m'), (' byataranyanapura', '550 m'), ('eteramruthahalli police station', '1.7 km'), (' military dairy farm', '2 km'), (' sahakar nagar', '2.8 km'), (' amco layout', '3.7 km'), ('embassy manyata business park nagavara', '4 km'), (' convention centre', '6.3 km'), ('kempegowda international airport', '26.9 km')]","['Jogging Track', 'Banquet Hall', 'Badminton Court', ""Children's Play Area"", 'Swimming Pool', 'Club House', 'Park', 'Amphitheatre', 'Gymnasium']",51.0,medium
mittal elanza,Kogilu,north,3,New Property,,1589.0,1768.0,1.77,"[('euroschool north campus', '550 m'), ('eterspresidency pu college', '600 m'), ('eterskogilu lake walk park', '750 m'), ('etersamruth hospital', '1.2 km'), ('bellahalli main road', '1.7 km'), ('yelahanka junction', '3.1 km'), ('reva university', '3.4 km'), ('the galleria mall', '4.1 kms'), ('ilverkey executive stays', '4.3 km'), ('kempegowda international airport', '18.4 km')]","['Golf Course', ""Children's Play Area"", 'Gazebo', 'Amphitheatre', 'Swimming Pool', 'Club House', 'Park', 'Terrace Garden', 'Gymnasium']",68.0,medium
dive green leaf,Yelahanka,north,3,New Property,1098.0,1305.0,,0.43,"[('kallavar public school', '2.8km'), ('deeksha vedantu college', '3.1km'), ('neha prakash hospital', '3.1km'), ('new town shopping complex', '3.4kms'), ('sh9', '750m'), ('yelahanka junction', '3.9km'), ('kempegowda international airport', '22.6km')]","['Wi-Fi Connectivity', '24x7 Security', 'CCTV Camera Security', 'Lifts', 'Earthquake Resistant', 'Car Parking', 'Vastu Compliant', 'Swimming Pool', 'Club House']",69.0,medium
snn estates felicity,Thanisandra,north,3,Under Construction,964.0,1145.0,,1.46,"[('vibgyor high school', '1.8 km'), ('manipal hospital hebbal', '6.2 km'), ('reva university', '8.3 km'), ('elements mall', '3.3 km'), ('thanisandra station', '1.9 km'), ('kempegowda intl airport', '24.3 km'), ('thanisandra main rd', '1.6 km'), ('benniganahalli', '12.3 km'), ('krishna complex', '3.7 km'), ('courtyard by marriott', '5.7 km'), ('rail wheel factory stadium', '8.1 km'), ('prestige augusta', '12.1 kms'), ('now city bengaluru', '10.7 km')]","['Park', 'Squash Court', 'Badminton Court', 'Basketball Court', ""Children's Play Area"", 'Swimming Pool', 'Club House', 'Gymnasium', 'Lounge']",44.0,low
nestcons iris,Yelahanka,north,3,Under Construction,,1406.0,1564.0,1.11,"[('doddaballapur main road', '550 m'), ('vibgyor high school', '4.5 km'), ('omega multispecialty hospital', '4.7 km'), ('rail wheel factory stadium', '4.7 km'), ('the galleria mall', '5.6 km'), ('yelahanka junction', '5.6 km'), ('yelahanka metro station', '6.6 km'), ('vista park', '8 km'), ('attide boutique hotel', '8.2 km'), ('presidency university', '9.2 km'), ('fun world amusement park', '17.9 km'), ('kempegowda international airport', '20.4 km'), ('bengaluru golf club', '20.4 km')]","['Lifts', 'Party Lawn', ""Children's Play Area"", 'Car Parking', 'Vastu Compliant', '24/7 Power Backup', 'Solar Lighting', 'Gated Community', 'Gymnasium']",0.0,low
ajmera lakeside paradise,Kempanahalli,north,3,Under Construction,,1210.0,1346.0,1.12,"[('neha prakash hospital', '1.7 km'), ('nagarjuna pre university college', '2.1 km'), ('doddaballapur main road', '2.9 km'), ('garuda mall', '4.1 km'), ('yelahanka junction', '6.4 km'), (' yelahanka', '9.4 km'), ('dasarahalli metro station', '12.6 km'), ('kempegowda international airport', '24.2 km')]","['Jogging Track', 'Banquet Hall', 'Theatre', ""Children's Play Area"", 'Gazebo', 'Swimming Pool', 'Club House', 'Park', 'Gymnasium']",66.0,medium
