apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility
in Arun Patios,"Kenchenahalli, Yelahanka",north,2,10+ Year Old,,,1155 sq.ft,62 Lac,"['Shri Anjaneya shrine', 'Ganesha Shrine', 'Shiva Temple', 'Billal-E-Masjid', 'A small temple near IVRI', 'Chowdeshwari Temple', ' ATM', 'Icici bank ATM', 'State bank of india ATM', 'Bank of maharashtra ATM', 'Apple Hospital', 'Navachethana Hospital', 'Mathru Clinic', 'Bengalure Hospital', 'Srividya Clinic', 'SB Clinic', 'Apex Poly Clinic', 'Omega Multispeciality Hospital', 'Newtown Childrens Clinic', 'Sri Satya Sai Orthopaedic Clinic', 'Royal Kempegowda Convention Center', 'Bus Station Puttanahalli', 'Ganesh Theatre', 'Icici bank', 'Uco bank', 'Allahabad bank', '3 Peg Bar and Restaurant', 'Hotel Annalakshmi Pure Veg', 'Namma Mane', 'Sri Ganesh Bake Paradise', 'Mallu Bakery', 'Biryani Zone', 'New Udupi Veg', 'Cafe Coffee Day', 'Kadai', 'New Udupi Park', 'Schezwan', ""Ali's Juice Centre"", 'Kolkata Rolls Corner', 'Bangarpet chats', 'Rathna Kushka Center', 'Nitte Meenakshi Institute of Technology', 'N2 Srishti school of art design and technology', 'N4 Srishti Institute of Art Design & Technology', 'Drishya', 'Ryan International School', 'B.M.S. Institute of Technology and Management', 'Old Campus Srishti School of Art Design and Technology', 'Srishti School of Art Design and Technology', 'Yelhanka junction railway station']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Sai Kalyan Ultima,"Thanisandra, Bangalore",north,2,1 to 5 Year Old,,1030 sq.ft,,1 Cr,"['Sri Shaneeswhara Swamy Devalaya', 'Maha Ganapati Temple', 'Kotak mahindra bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Srujan Dental Care', 'United Pharma', 'Ram Medicals', 'Sri Varsha Medicals and General Store', 'Pooja Medicals', 'Bharat Petroleum', 'Shell Petrol Pump', 'Orchid-tree', 'Bharat Petroleum', 'State bank of india', 'Kotak mahindra bank', 'Syndicate bank', 'Kotak mahindra bank', 'Icici bank', 'State bank of india', 'Icici bank', 'PVR entertainment', 'Karthik Chicken Center', 'Chai Point Juice Corner', 'Five Star Chicken', 'Hotel Sri Durga Darshini', 'Budweiser', 'Pathankot', 'Sizzling Tandoor', 'KFC', 'Chung Wah', 'California Burrito', 'Subway', 'Food Court', 'WOW momo', 'Kinara', 'Aaha Andhra', 'Sri Devi Grand Veg', ""McDonald's"", 'Burger King', 'Srujan Play Home', 'Manasa Public School', 'TLC Montessori Preschool', 'Samar International Islamic School', 'Swamy Vivekananda Primary and High School', 'Tanisandra railway station', 'Nvidia', 'Alcatel Lucent India', 'Microsoft']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Godrej Royale Woods,"Devanahalli, Bangalore",north,2,0 to 1 Year Old,682 sq.ft,950 sq.ft,952 sq.ft,70 Lac,"['The Arcade at Brigade Orchards', 'NH 44', 'Akash International School', 'Chanakya University', 'Akash Hospital', 'Kempegowda International Airport', 'Jade Garden', 'Clarks Exotica', 'RFC Football Academy', 'Padukone – Dravid CSE']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Bren Northern Lights,"Yelahanka, Bangalore",north,2,0 to 1 Year Old,615 sq.ft,,769 sq.ft,74.5 Lac,"['The Galleria Mall', 'NH 44, Maruthi Nagar', 'Aditya National Public School', 'Reva University', 'Manipal Hospital Hebbal', 'Kempegowda International Airport', 'Yelahanka Junction', 'The Leela Bhartiya City Bengaluru', 'Rail Wheel Factory Stadium']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Piped-gas', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Juniper at Brigade Orchards,"Devanahalli, Bangalore",north,2,0 to 1 Year Old,1230 sq.ft,,,95 Lac,"['The Arcade @ Brigade Orchards', 'Chinmayee Public School', 'Chanakya University', 'Akash Hospital', 'TIMBRE Drive-In Cinema']","['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']"
in Suguna Opal,"Kaval Byrasandra, Bangalore",north,2,1 to 5 Year Old,,1285 sq.ft,,85 Lac,"['Varasiddi Vinayaka Temple', 'Ganesha Temple', 'Ganesh Temple', 'Icici bank ATM', 'Karur vaisya bank ATM', 'Axis bank ATM', 'Sbi ATM', 'Icici bank ATM', 'Canara bank ATM', 'Axis bank ATM', 'Gandhi Dental Clinic', 'Hemant Clinic', 'Anagha Polyclinic', 'Vignesh Lab and Diagnostics', 'Ashirwad Hospital', 'Manju Sree Hospital', 'AB EyeCare', 'Synergy Health Care', 'Dr. Ambedkar Medical College Hospital', 'Dental Care Center', 'Shanmuga Nursing Home Bengaluru Urban', 'Maruti Clinic', 'Dr Ambedkar Medical College Hospital', 'Cure Hospital', 'Jan Aushadhi', 'Sakshi Medical And General Stores', 'Medplus', 'Anagha Pharma', 'Kushal Medical Devices', 'Mankind Medical and Cosmetics', 'Rudra Medicals and General Store', 'Mohite Medicals', 'Maruti Medicals and Genral Stores', 'A.K Medicals', 'Shiva Homoeo Medicals', 'Petrol Station', 'Star health bank', 'Pushpanjili Theatre', 'Punjabi Dhaba', 'Peacock Restaurant', 'Goli Vadapav No.1', 'Chitra Darshini', 'Cool Corner', 'Five Star Chicken', 'HMS Fast Food', 'Juba Cafe', 'Joy IceCream', 'Mona Nursery Primary and High School', 'Marian Kids', 'Equations']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']"
in Godrej Woods Man,"Hebbal, Bangalore",north,2,1 to 5 Year Old,,1400 sq.ft,,1.35 Cr,"['Sri Lakshmi Narasimha Swamy Temple', 'Nagenahalli Church', 'Mosque', 'Ganesh Temple', 'Rama temple', 'Canara bank ATM', 'Axis bank ATM', 'Corporation bank ATM', 'Axis bank ATM', 'Icici bank ATM', 'Sanjeevini Children & Women Clinic', 'Parvathi Piles Clinic', 'Dattatreya Multispeciality Clinic', 'Synergy Health Care', 'Ashirwad Hospital', 'Baptist Hospital', 'Kids Care Health Centre', 'Anagha Polyclinic', 'Hemant Clinic', 'Gandhi Dental Clinic', 'Poornima Hospital', 'Sri Lakshmi Diagnostic Center', 'Cure Hospital', 'Shiv shakthi medicals', 'Shiva Homoeo Medicals', 'Medplus', 'Anagha Pharma', 'Sakshi Medical And General Stores', 'Medplus', 'Kushal Medical Devices', 'RT Nagar Bus Depot', 'Bharat Petroleum', 'Canara bank', 'State bank of india', 'Al Khair Restaurant', 'All About Liquor', 'Potteery Nine Cafe', 'Saaga', 'Udupi Brahmashree', 'Star Hotel', 'Chitra Darshini', 'Cool Corner', 'Goli Vadapav No.1', 'Udupi Park Inn', 'Kabab Manor', 'Five Star Chicken', 'Sukrupa School', 'Kingston school', 'Mona Nursery Primary and High School', 'Marian Kids']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Sobha Dream Gardens,"Thanisandra, Bangalore",north,2,0 to 1 Year Old,,,1058 sq.ft,1.35 Cr,"['Elements Mall', 'RMZ Galleria Mall', 'Bellahalli', 'Kannuru', 'Euro School', 'Reva Institute', 'Delhi Public School', 'Bangalore International School', 'Regal Hospital', 'Cratis Hospital', 'Airport', 'Yelahanka Junction', 'North Gate Office Park', 'L & T Tech park', 'Manyata Tech park']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']"
in gurushree apartment,"vidhyaranipura, Bangalore North, Bangalore",north,2,1 to 5 Year Old,,,1100 sq.ft,55 Lac,"['Noorani Masjid', 'Ebenezer Marthoma Church', ""St. Mary's Orthodox Valiapalli"", 'Canara bank ATM', 'Canara bank ATM', 'State bank of india ATM', 'Hdfc ATM', 'Axis bank ATM', 'Government Hospital', 'Aveksha Hospital', 'Rajalakshmi Hospital', 'Fathima Hospital', 'London Hospital', 'Om Sai Clinic', 'Global Health Centre', 'Satish Poly Clinic', 'Honey Homeopathy Clinic', 'Sanjeevani Health Care', 'Nagappa Hadli Hospital', 'Dr Saju George Kottakkal', 'Dr. Josephs Holistic Health Care Clinic', 'Eskay Health Care', 'Radhika clinic', 'Shree Sai Hospital', 'Floss and Gloss Dental Clinic', 'Sri Gopalan Clinic', 'Government Hospital', 'Spandana Clinic', 'Clove Dental', 'Olive Dental', 'Oskas Clinic', 'Kempaiah Clinic', 'MedPlus Pharmacy', 'Maruti Medicals', 'Apollo Pharmacy', 'Kuvempunagar 2nd Stage', 'State bank of india', 'Bank of india', 'Kanti bank', 'Icici bank', 'Air Force Theatre', 'Annapoorna Hotel', 'Chilli Shots Restaurant', 'Oyalo Pizza', 'Lassi Shop', 'Mr. Chef', 'Shiva Bar and Restaurant', 'Air Force School', 'Vesper Pharmaceuticals']",
in Casagrand Boulevard,"Chikkagubbi, Hennur Road",north,2,0 to 1 Year Old,1357 sq.ft,,,1.05 Cr,"['Nagawara Metro Station', 'Bhartiya Mall Of Bengaluru', 'Thanisandra Main Road', 'New Horizon International School', 'Vision PU College For Boys', 'Cratis Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Embassy Manyata Business Park', 'The Leela Hotel Bhartiya City', 'Fun World Amusement Park', 'Prestige Augusta Golf Village', 'Rail Wheel Factory Stadium']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']"
in Godrej Woodsman Estate,"Hebbal Kempapura, near Hebbal",north,2,0 to 1 Year Old,,,1400 sq.ft,1.28 Cr,"['Ganapati Temple', 'Sri Kalyana Lakshmi Venkateshwara Temple', 'Sri Lakshmi Temple', 'Axis bank ATM', 'Sbi ATM', 'State bank of india ATM', 'Bank of baroda ATM', 'Union bank ATM', 'Krishna Clinic', 'Physiotherapy clinic', 'D Care Dental Clinic', 'D care speciality dental clinic', 'Dento world', 'Hebbal Medical Center', 'We care clinic', 'Ayushmitra clinic', 'Prarthana Home Health Care', 'Columbia Asia Hospital', ""Sham's Child and Adult Care"", 'Care Health', 'Manjunatha Medicals', 'Medical Shop', 'Medplus', 'Sandeep medicals', 'Hindustan Petroleum', 'Canara bank', 'Union bank of india', 'Syndicate bank', 'Kerala Coast', 'Tripsy', 'Ruchi curry point', 'Klassy Namkeen Mart', 'Srinidhi Sagar', 'Sri sai hot chips', 'Balaji Andhra Mess', 'Anu Sri', 'Goli VadaPav', 'Desi Tadka', 'Swastik Bar & Restaurant', 'Sanjay Food Junction', 'Udupi Upahar', 'Chings', 'Maa Binduvasini Chats corner', 'Brahmins Thatte Idli', 'Kriya preschool', 'Tots & teens', 'Little Elly Preschool', 'EuroKids', 'New little kingdom', 'Sharada School']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Prestige Finsbury Park,"Bagalur, Bangalore",north,2,0 to 1 Year Old,,,984 sq.ft,90 Lac,"['SMR Mall', 'BK Halli Road', 'Bellary Road', 'National Public School', 'CMR University', 'Relive Hospital - Bagalur', 'Kempegowda International Airport', 'Yelahanka Junction', 'Shell Technology', 'Hotel Clarks Inn', 'Mahadev Kodigehalli Lake', 'Under the Stars: Drive-in Movies']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
in Soundarya Pride,"Malleshwaram, Bangalore North",north,2,10+ Year Old,,,1200 sq.ft,90 Lac,"['Kannika Parameshwari Temple', 'Mahaganapathi Temple', 'Ing vysya ATM', 'Namma Vaidyashaala Clinic', 'Sudharsana Nethralaya', 'The Apollo Clinic', 'Baptist', 'Malleswaram Eye Day Care Hospital - Bengalore', ""Supra's Diagnostic Centre"", 'Vijaya Ent Care Centre', 'Leela Hospital and Diagnostic Center', 'K.C.General Hospital', 'Dr. B. Venkatasubbarao Memorial Hospital', 'Dr. Ashwath N Rao', 'Supra Diagnostics Spine Care And Ortho Care Hospital', 'Specialists Dental Clinic', 'Vasavi Mahal', 'Leela medicals', 'Religare Medicals', 'Apple Pharma', 'Syndicate bank', 'Bank of baroda', 'Svc co-operative bank ltd.', 'Indian bank', 'Vijaya bank with atm', 'Antarastriya', 'Adyar Anand Bhavan', 'Kanti Sweets', 'Iyer mess', 'Hotel Janata', 'Gundu Palav', 'Punjab mail', 'Shree Sagar', 'New Fishland', 'Indira Canteen', ""Chandu's Deluxe"", 'A1 Biryani Restaurant', ""Domino's"", 'Hotel Moon Light', 'Mumbai Spice', ""Bayar's Coffee"", 'Hotel Vaishali', 'Hallimane', 'Kolkata Chaat', 'Savera Hang Out', 'Sai Shakti', 'Asha Sweet Center', 'Bangalore Education Society', 'Ubhaya Vedanta Pravarthana Sabha', 'City central library']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park']"
in GP North Avenue,"Thanisandra Main Road, Bangalore",north,2,5 to 10 Year Old,633 sq.ft,,1028 sq.ft,74 Lac,"['Sri Sanaischara temple', 'Axis bank ATM', 'Andhra bank ATM', 'Union bank ATM', 'Canara bank ATM', 'Icici bank ATM', 'State bank of india ATM', 'Regal Hospital', 'Dhanavantri Hospital', 'Agarahara Government Hospital', 'Chaithanya Poly Clinic', 'Sai Hospital', 'Shadab Hospital', 'Sri Ragavendra Poly Clinic', 'Amruth Hospital', 'Indigo Dental Care', 'Varsha Hospital', 'MK Dental Excellence', 'Zenith Dental', 'Srujan Dental Care', 'Bangalore Prime Hospital', 'Dr Bhanus Skin Clinic', 'Dr. Shekars Diabetes Speciality Centre', 'Amruth Clinic', 'Axis Hospital', 'Krishna Medicals', 'Apollo Pharmacy', 'Sri sai sankara pharm', 'Bharat Petroleum', 'Orchid-tree', 'Corporation bank', 'Icici bank', 'Kotak mahindra bank', 'New Mast Punjabi', 'Jus trufs', 'Beijing Bites', 'De Grand', 'Udupi Upahar', 'Ganesh Uphaar', 'Karnataka College', 'Jawaharlal Nehru Centre For Advanced Scientific Research', 'Samar International Islamic School', 'Golden Chariot Public School', 'I Play I Learn', 'Srujan Play Home', 'Little Lions', 'Tanisandra railway station', 'BRPL Baketech Pvt LTD - Just bake', 'Subconscious Compute Pvt. Ltd.']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Fitness Centre / GYM']"
in Total Environment In That Quiet Earth,"Hennur Road, Bangalore",north,2,25-Dec,1431 sq.ft,,,1.6 Cr,"['K.R. Pura Metro Station', 'Bhartiya Mall Of Bengaluru', 'National Highway 44', 'ORCHIDS The International School', 'Garden City University', 'Kriyashila Hospitals', 'Kempegowda International Airport', 'Channasandra Railway Station', 'The Leela Bhartiya City Bengaluru', 'Hockey Stadium']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Prestige Royale Gardens,"Yelahanka, Bangalore",north,2,1 to 5 Year Old,923 sq.ft,,1304 sq.ft,1.35 Cr,"['The Galleria Mall', 'Doddaballapur Main Rd', 'Vibgyor High School', 'NITTE Pre University College', 'Navachethana Hospital', 'Kempegowda International Airport', 'J B Kaval Tree Park', 'Stadium Football Club', 'NES Bus Stop', 'Yelahanka Junction', 'Metropolis Business Park', 'Ramada by Wyndham Bengaluru Yelahanka', 'Padukone - Dravid Sports Centre']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']"
in Balaji Homes,"Judicial layout, Yelahanka, Judicial Layout, Allalasandra, Bangalore",north,2,1 to 5 Year Old,,1150 sq.ft,,1.4 Cr,"['Shanishwara Temple', 'Ganesha Temple', 'Indian bank ATM', 'Sbi ATM', 'Icici bank ATM', 'Axis bank ATM', 'Icici ATM', 'Sbi ATM', 'Medical Center', 'Dental Conceptz', 'Dental Concepts', 'North Side Hospital And Diagnostic Centre', 'Chaitanya Medical Centre Maternity and Surgical Care', 'Venus Bone & Joint Centre', 'Abhishek Netradhama', 'Amrithasai Dental Clinic', 'Siddheshwara Medicals Judicial Layout Allalasandra Bangalore', 'Mediplus', 'Med Plus', 'Sri Srinivasa Medical Centre', 'HP Petrol Gas Station', 'Shell Ganesh Enterprises', 'Canara bank', 'Vijaya bank', 'Canara bank', 'Allahabad bank', 'Icici bank', 'Sri sudha co-operative bank ltd', 'State bank of india amruthahalli branch', 'Indusind bank', 'Pranav Upahara', 'Academic Cafeteria', '9th Mile Dhaba', 'Trupti Thindi', 'Nila Food Corner', 'Sri Vinayaka Hot Chips', 'Breadworks', ""Domino's Pizza"", 'Udupi Garden', 'JNS Tiffin Centre', 'New Shanti Sagar', 'Svensens Icrecream', 'Watsons', 'Druid Garden', 'The Druid Garden', 'Jnanadeepika School', 'University of Agricultural Sciences', 'Orchids The International School Vivekananda - SahakarNagar', 'Oi Playschool', 'Agricultural Engineering']","['Security / Fire Alarm', 'Lift(s)', 'Visitor Parking']"
in SLV Spring Field Apartment,"Manyata Tech Park, Thanisandra Main Road",north,2,5 to 10 Year Old,1245 sq.ft,,,68 Lac,"['Nagawara metro station', 'State bank of india ATM', 'State bank of india ATM', 'State bank of india ATM', 'State bank of india ATM', 'J M J Hospital Bengaluru Urban', 'KMC Multispeciality Clinic', 'Chethana Eye Clinic', 'Sri Sai Hospital Bengaluru Urban', 'Sapthagiri Party Hall', 'Nokia Solutions and Networks', 'Indian Oil', 'Total', 'Indian Oil', 'Indian Oil', 'Axis bank', 'State bank of india', 'PVR', 'PVR entertainment', 'Food Castle', 'Biryani House', 'Lassi Shop', 'Burwinger', 'La Zizone', 'Meghana Biryani', 'Slug', ""Domino's Pizza"", ""Dunkin' Donuts"", 'Coffee Day', 'Baithaa', 'Ancient Hyderabad', 'Zaica Dine & Wine', 'Adyar Anand Bhavan', 'Cafe Coffee Day', 'Ibaco', ""McDonald's"", 'Burger King', ""Domino's Pizza"", 'Felicita', 'Sri Devi Grand Veg', 'Hotel Garden', 'Food Court', 'Aaha Andhra', 'Kinara', 'WOW momo', 'Subway', 'California Burrito', 'Philips Innovation Campus', 'Fidelity India', 'Just Dial SDC']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
in House of Hiranandani Devanahalli,"Devanahalli, Bangalore",north,2,1 to 5 Year Old,1125 sq.ft,,,95 Lac,"['DMart Devanahalli', 'National Highway 44', 'AKASH MEDICAL COLLEGE', 'Anjaneya Temple', 'HDFC Bank ATM', 'Akash Medical Hospital', 'Mother Theresa Hospital', 'International Airport Bengaluru', 'Devanahalli Station', 'KIA Airport Railway Station', 'Bengaluru Signature Business Park', 'HP PETROL PUMP', 'TIMBRE Drive-In Cinema', 'Devanhalli Police Station', 'Devanahalli Fort']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
in Arunodaya Apartment,"RT Nagar, Bangalore",north,2,5 to 10 Year Old,,,900 sq.ft,45 Lac,"['Ganesha Temple', 'Rama temple', 'kavalbysandra', 'Icici ATM', 'Vijaya bank ATM', 'Uco ATM', 'Citibank ATM', 'Sbi ATM', 'V Care Hospital', 'Premier Hospital', 'Chaitanya Hospital', 'Pradnya Nethralaya', 'Kids Care Health Centre', 'Poornima Hospital', 'Lakshmi Hospital Ganganagar', 'Vasan Eye Care Hospital R.T.Nagar', 'Asha Kiran Children & Women Health Care Centre', 'TSR heart care', 'Maruti Clinic', 'CUPA Small Animals Hospital', 'Shanmuga Nursing Home Bengaluru Urban', 'Dental Care Center', 'Rajkumar Diagnostics', 'Sri Srinivasa Medicals', 'Popular Medical And General', 'Trust Chemists Druggists', 'A.K Medicals', 'Maruti Medicals and Genral Stores', 'Mohite Medicals', 'Lakshmamma Petrol Gas Station', 'Andhra bank', 'Dena bank', 'Federal bank', 'Star health bank', 'Pushpanjili Theatre', 'Cafe Coffee Day', 'Vishnu Garden Vegetarian Restaurant', 'Al Bek', 'Ujwal Bar and Restaurant', 'New Shanti Sagar', 'Kudla', 'Empire Hotel', ""Adiga's"", 'Tiffin Centre', 'Punjabi Rasoi', 'Kabab Manor', 'Joy IceCream', 'Kingston school', 'Equations', 'Rt nagar public library']",
